filename,chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rmse,zero_crossing_rate,name,surah,juz
002168.mp3,0.2748547,1790.705707,1456.880962,3243.058064,0.06476317,0.103736105,Husary,Al-Bakara,1
002169.mp3,0.26557225,1664.499107,1470.859378,3138.274488,0.05825271,0.092366199,Husary,Al-Bakara,1
002170.mp3,0.2754677,1758.960641,1420.745444,3170.022612,0.06778805,0.108533215,Husary,Al-Bakara,1
002171.mp3,0.26773727,1849.866572,1449.784313,3286.015736,0.065640114,0.11288036,Husary,Al-Bakara,1
002172.mp3,0.2773174,1808.254295,1479.920701,3198.662722,0.06698227,0.107382649,Husary,Al-Bakara,1
002173.mp3,0.29454887,1953.158618,1455.169737,3301.359457,0.0831752,0.129893302,Husary,Al-Bakara,1
002174.mp3,0.28192192,1835.68346,1500.734891,3269.175349,0.07244414,0.106084583,Husary,Al-Bakara,1
002175.mp3,0.28868875,1954.995811,1451.744374,3315.818166,0.10675926,0.133412929,Husary,Al-Bakara,1
002176.mp3,0.30286893,1944.239565,1537.425018,3337.656237,0.07191755,0.115796518,Husary,Al-Bakara,1
002177.mp3,0.28995514,1946.355907,1480.608669,3349.098821,0.08837947,0.124846013,Husary,Al-Bakara,1
002178.mp3,0.3019639,1997.361365,1476.857967,3384.470499,0.07979047,0.132431151,Husary,Al-Bakara,1
002179.mp3,0.2780192,1866.832045,1437.053187,3203.820537,0.09135087,0.122445761,Husary,Al-Bakara,1
002180.mp3,0.27888593,1715.371566,1467.361404,3177.671721,0.066778496,0.090089537,Husary,Al-Bakara,1
002181.mp3,0.27325618,1904.746377,1456.516273,3293.591581,0.073203035,0.116817149,Husary,Al-Bakara,1
002182.mp3,0.28188896,1902.76238,1476.526359,3317.474475,0.07549904,0.120397571,Husary,Al-Bakara,1
002183.mp3,0.29849055,1984.988215,1464.614109,3375.839788,0.08339829,0.136488665,Husary,Al-Bakara,1
002184.mp3,0.28539997,1868.162804,1485.862577,3305.085832,0.07085505,0.113755473,Husary,Al-Bakara,1
002185.mp3,0.2908225,1907.302465,1475.606771,3311.135417,0.07719628,0.119726096,Husary,Al-Bakara,1
002186.mp3,0.29722366,1939.217716,1444.767066,3255.029743,0.087807685,0.125946189,Husary,Al-Bakara,1
002187.mp3,0.3004475,1919.546192,1463.095599,3289.6838,0.071763396,0.125830314,Husary,Al-Bakara,1
002188.mp3,0.27626163,1830.275018,1408.948371,3129.176031,0.05815902,0.121239596,Husary,Al-Bakara,1
002189.mp3,0.28739372,1848.895418,1457.104036,3230.630972,0.0540892,0.119532504,Husary,Al-Bakara,1
002190.mp3,0.28229344,1751.319431,1411.393261,3072.32284,0.049877886,0.103168412,Husary,Al-Bakara,1
002191.mp3,0.27861136,1879.328137,1484.242568,3339.636797,0.051433407,0.116412091,Husary,Al-Bakara,1
002192.mp3,0.25274536,1774.997573,1499.084137,3190.450701,0.04719664,0.098628752,Husary,Al-Bakara,1
002193.mp3,0.28894126,1975.429598,1479.559803,3331.685315,0.06156468,0.130359665,Husary,Al-Bakara,1
002194.mp3,0.28163198,1923.802529,1501.851519,3377.183051,0.061793435,0.118500291,Husary,Al-Bakara,1
002195.mp3,0.2931641,2040.09105,1459.785706,3360.042484,0.05357334,0.13870143,Husary,Al-Bakara,1
002196.mp3,0.30838907,2018.486591,1466.940486,3362.19605,0.063142054,0.139237695,Husary,Al-Bakara,1
002197.mp3,0.2850998,1941.7075,1467.134589,3325.490644,0.06506056,0.130324431,Husary,Al-Bakara,1
002198.mp3,0.2925618,1908.150484,1483.657458,3315.209272,0.0627906,0.123651766,Husary,Al-Bakara,1
002199.mp3,0.2744265,1848.420886,1523.844303,3302.510698,0.056075096,0.110437919,Husary,Al-Bakara,1
002200.mp3,0.28372568,1936.116759,1412.702855,3257.258538,0.070795156,0.132814843,Husary,Al-Bakara,1
002201.mp3,0.29329205,1921.955475,1462.722066,3246.565884,0.069194674,0.123738369,Husary,Al-Bakara,1
002202.mp3,0.2862683,1884.858196,1513.140684,3363.133049,0.06457972,0.109006246,Husary,Al-Bakara,1
002203.mp3,0.28244677,1927.132175,1447.040037,3260.946771,0.068963006,0.128127118,Husary,Al-Bakara,1
002204.mp3,0.30602244,1991.810568,1454.314248,3375.106276,0.071694426,0.133778719,Husary,Al-Bakara,1
002205.mp3,0.30833465,2020.734697,1520.153178,3421.443631,0.06974705,0.133097292,Husary,Al-Bakara,1
002206.mp3,0.32145786,1923.027749,1504.773614,3295.175816,0.054926865,0.123498314,Husary,Al-Bakara,1
002207.mp3,0.2945534,2023.478507,1500.11352,3412.970432,0.07338454,0.138050862,Husary,Al-Bakara,1
002208.mp3,0.272562,1922.158174,1473.059673,3356.276178,0.06923405,0.119011152,Husary,Al-Bakara,1
002209.mp3,0.28365675,1856.07684,1476.164766,3268.714576,0.058400955,0.110919508,Husary,Al-Bakara,1
002210.mp3,0.27140447,1498.938917,1407.743004,2853.877258,0.042557474,0.076395463,Husary,Al-Bakara,1
002211.mp3,0.33222842,1658.478275,1533.466697,3270.27067,0.033806667,0.0829733,Husary,Al-Bakara,1
002212.mp3,0.30398977,1680.279202,1514.978323,3260.98072,0.036285248,0.086941209,Husary,Al-Bakara,1
002213.mp3,0.2965516,1754.844035,1520.919481,3321.534187,0.037953593,0.092776586,Husary,Al-Bakara,1
002214.mp3,0.27649388,1686.200075,1495.213932,3267.790159,0.04109818,0.090497784,Husary,Al-Bakara,1
002215.mp3,0.28053385,1789.128515,1525.039155,3309.927106,0.040636618,0.096414591,Husary,Al-Bakara,1
002216.mp3,0.28400058,1617.408131,1471.786334,3159.949919,0.04233851,0.086867071,Husary,Al-Bakara,1
002217.mp3,0.28889704,1808.038651,1498.582564,3382.723103,0.043119974,0.106781216,Husary,Al-Bakara,1
002218.mp3,0.29013577,1838.378211,1485.147241,3399.981592,0.047633395,0.117668366,Husary,Al-Bakara,1
002219.mp3,0.30409902,1800.368303,1545.088809,3375.684073,0.054915465,0.103786027,Husary,Al-Bakara,1
002220.mp3,0.2867559,1835.808294,1537.447403,3379.703522,0.063871704,0.106942342,Husary,Al-Bakara,1
002221.mp3,0.29113778,1770.246343,1484.522059,3236.606498,0.0490443,0.103425146,Husary,Al-Bakara,1
002222.mp3,0.29895654,1808.236225,1519.145591,3357.962118,0.04972135,0.106857074,Husary,Al-Bakara,1
002223.mp3,0.28732494,1780.925614,1554.611386,3389.50669,0.042032823,0.103356276,Husary,Al-Bakara,1
002224.mp3,0.2772239,1846.736441,1540.969466,3400.70073,0.05287248,0.104180273,Husary,Al-Bakara,1
002225.mp3,0.2942413,1818.8334,1562.207858,3397.361694,0.04498989,0.104638891,Husary,Al-Bakara,1
002226.mp3,0.2876166,1916.887052,1501.026545,3390.146309,0.054054573,0.124770245,Husary,Al-Bakara,1
002227.mp3,0.2996017,1974.843314,1468.879166,3341.748047,0.057247322,0.126990327,Husary,Al-Bakara,1
002228.mp3,0.29099864,1874.367778,1498.203264,3305.519869,0.05235657,0.117771867,Husary,Al-Bakara,1
002229.mp3,0.2977718,1851.274044,1527.130091,3403.711314,0.05360183,0.114715869,Husary,Al-Bakara,1
002230.mp3,0.31803283,1767.027344,1582.003876,3344.944864,0.035777144,0.101244134,Husary,Al-Bakara,1
002231.mp3,0.28847477,1794.15354,1509.640956,3281.168912,0.043919004,0.109934306,Husary,Al-Bakara,1
002232.mp3,0.30444708,1744.462381,1590.209944,3283.853859,0.048016846,0.10127032,Husary,Al-Bakara,1
002233.mp3,0.30086508,1784.780784,1558.748526,3334.122642,0.051445387,0.101963693,Husary,Al-Bakara,1
002234.mp3,0.27807546,1863.23013,1552.905742,3406.007333,0.06043244,0.111218883,Husary,Al-Bakara,1
